ID	geometry	bbox_north	bbox_south	bbox_east	bbox_west	place_id	osm_type	osm_id	lat	lon	class	type	place_rank	importance	addresstype	name	display_name
ILCA_BML010	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML011	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML012	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML013_1	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML013_2	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML014	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML015	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML016	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML017	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML018	POINT (-70.1771824 -18.5183473)	-18.5383473	-18.4983473	-70.1971824	-70.1571824	3571614	node	214194045	-18.5183473	-70.1771824	place	village	19	0.21912463163390336	village	San Miguel de Azapa	San Miguel de Azapa, Arica, Provincia de Arica, Región de Arica y Parinacota, Chile
ILCA_BML019	POINT (-75.648333 -14.338611)	-16.9386110	-11.7386110	-78.2483330	-73.0483330	3143636	node	1237030165	-14.338611	-75.648333	place	province	8	0.5500099999999999	province	Ica	Ica, Perú
ILCA_BML020	POINT (-75.648333 -14.338611)	-16.9386110	-11.7386110	-78.2483330	-73.0483330	3143636	node	1237030165	-14.338611	-75.648333	place	province	8	0.5500099999999999	province	Ica	Ica, Perú
ILCA_BML021	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML022	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML023	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML024	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML025	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML026	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML027	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML028	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML029	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML030	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML031	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML032	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML033	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML034	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML035	POINT (-70.1771824 -18.5183473)	-18.5383473	-18.4983473	-70.1971824	-70.1571824	3571614	node	214194045	-18.5183473	-70.1771824	place	village	19	0.21912463163390336	village	San Miguel de Azapa	San Miguel de Azapa, Arica, Provincia de Arica, Región de Arica y Parinacota, Chile
ILCA_BML036	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML037	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML038	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML039	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML041	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML042	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML043	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML044	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML045	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML046	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML047	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML048	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML049	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML050	POINT (-79.07425596018058 -8.10574575)	-8.1208667	-8.0911653	-79.0864935	-79.0635282	2645378	way	26324339	-8.10574575	-79.07425596018058	historic	archaeological_site	30	0.44056969974064725	historic	Chan Chan	Chan Chan, Calle Santa Fe, Huanchaco, Trujillo, La Libertad, 13013, Perú
ILCA_BML051	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML052	POINT (-79.07425596018058 -8.10574575)	-8.1208667	-8.0911653	-79.0864935	-79.0635282	2645378	way	26324339	-8.10574575	-79.07425596018058	historic	archaeological_site	30	0.44056969974064725	historic	Chan Chan	Chan Chan, Calle Santa Fe, Huanchaco, Trujillo, La Libertad, 13013, Perú
ILCA_BML054	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML056	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML057	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML058	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML059	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML060	POINT (-75.648333 -14.338611)	-16.9386110	-11.7386110	-78.2483330	-73.0483330	3143636	node	1237030165	-14.338611	-75.648333	place	province	8	0.5500099999999999	province	Ica	Ica, Perú
ILCA_BML061	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML062	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML063	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML064	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML065	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML066	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML067	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML068	POINT (-79.07425596018058 -8.10574575)	-8.1208667	-8.0911653	-79.0864935	-79.0635282	2645378	way	26324339	-8.10574575	-79.07425596018058	historic	archaeological_site	30	0.44056969974064725	historic	Chan Chan	Chan Chan, Calle Santa Fe, Huanchaco, Trujillo, La Libertad, 13013, Perú
ILCA_BML069	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML070	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML071	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML072	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML073	POINT (-76.9067941784113 -12.2498244)	-12.2658970	-12.2331621	-76.9169704	-76.8933039	3036952	relation	6553940	-12.2498244	-76.9067941784113	historic	archaeological_site	30	0.43054186637786673	historic	Zona Arqueológica Monumental Pachacámac	Zona Arqueológica Monumental Pachacámac, Jirón Los Sauces, Julio Cesar Tello II, Lurín, Lima, Lima Metropolitana, Lima, 15841, Perú
ILCA_BML074	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML076	POINT (-75.648333 -14.338611)	-16.9386110	-11.7386110	-78.2483330	-73.0483330	3143636	node	1237030165	-14.338611	-75.648333	place	province	8	0.5500099999999999	province	Ica	Ica, Perú
ILCA_BML077	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML078	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML079	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML080	POINT (-79.07425596018058 -8.10574575)	-8.1208667	-8.0911653	-79.0864935	-79.0635282	2645378	way	26324339	-8.10574575	-79.07425596018058	historic	archaeological_site	30	0.44056969974064725	historic	Chan Chan	Chan Chan, Calle Santa Fe, Huanchaco, Trujillo, La Libertad, 13013, Perú
ILCA_BML081	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML082	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML083	POINT (-79.07425596018058 -8.10574575)	-8.1208667	-8.0911653	-79.0864935	-79.0635282	2645378	way	26324339	-8.10574575	-79.07425596018058	historic	archaeological_site	30	0.44056969974064725	historic	Chan Chan	Chan Chan, Calle Santa Fe, Huanchaco, Trujillo, La Libertad, 13013, Perú
ILCA_BML084	POINT (-75.648333 -14.338611)	-16.9386110	-11.7386110	-78.2483330	-73.0483330	3143636	node	1237030165	-14.338611	-75.648333	place	province	8	0.5500099999999999	province	Ica	Ica, Perú
ILCA_BML085	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML086	POINT (-75.648333 -14.338611)	-16.9386110	-11.7386110	-78.2483330	-73.0483330	3143636	node	1237030165	-14.338611	-75.648333	place	province	8	0.5500099999999999	province	Ica	Ica, Perú
ILCA_BML087	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML088	POINT (-79.07425596018058 -8.10574575)	-8.1208667	-8.0911653	-79.0864935	-79.0635282	2645378	way	26324339	-8.10574575	-79.07425596018058	historic	archaeological_site	30	0.44056969974064725	historic	Chan Chan	Chan Chan, Calle Santa Fe, Huanchaco, Trujillo, La Libertad, 13013, Perú
ILCA_BML089	POINT (-79.07425596018058 -8.10574575)	-8.1208667	-8.0911653	-79.0864935	-79.0635282	2645378	way	26324339	-8.10574575	-79.07425596018058	historic	archaeological_site	30	0.44056969974064725	historic	Chan Chan	Chan Chan, Calle Santa Fe, Huanchaco, Trujillo, La Libertad, 13013, Perú
ILCA_BML090_1	POINT (-79.07425596018058 -8.10574575)	-8.1208667	-8.0911653	-79.0864935	-79.0635282	2645378	way	26324339	-8.10574575	-79.07425596018058	historic	archaeological_site	30	0.44056969974064725	historic	Chan Chan	Chan Chan, Calle Santa Fe, Huanchaco, Trujillo, La Libertad, 13013, Perú
ILCA_BML090_2	POINT (-79.07425596018058 -8.10574575)	-8.1208667	-8.0911653	-79.0864935	-79.0635282	2645378	way	26324339	-8.10574575	-79.07425596018058	historic	archaeological_site	30	0.44056969974064725	historic	Chan Chan	Chan Chan, Calle Santa Fe, Huanchaco, Trujillo, La Libertad, 13013, Perú
ILCA_BML090_3	POINT (-77.2699958 -11.5627697)	-11.6148227	-11.3854800	-77.3826934	-77.2040300	2791472	relation	1944709	-11.5627697	-77.2699958	boundary	administrative	16	0.34412427439762555	town	Chancay	Chancay, Huaral, Lima, Perú
ILCA_BML092	POINT (-79.07425596018058 -8.10574575)	-8.1208667	-8.0911653	-79.0864935	-79.0635282	2645378	way	26324339	-8.10574575	-79.07425596018058	historic	archaeological_site	30	0.44056969974064725	historic	Chan Chan	Chan Chan, Calle Santa Fe, Huanchaco, Trujillo, La Libertad, 13013, Perú
ILCA_BML093	POINT (-79.07425596018058 -8.10574575)	-8.1208667	-8.0911653	-79.0864935	-79.0635282	2645378	way	26324339	-8.10574575	-79.07425596018058	historic	archaeological_site	30	0.44056969974064725	historic	Chan Chan	Chan Chan, Calle Santa Fe, Huanchaco, Trujillo, La Libertad, 13013, Perú
ILCA_BML094	POINT (-72.6515257 -15.8393749)	-16.4618149	-15.6117564	-72.8958054	-72.5590972	3801794	relation	1895129	-15.8393749	-72.6515257	boundary	administrative	16	0.31162856080067536	town	Chuquibamba	Chuquibamba, Condesuyos, Arequipa, Perú
ILCA_BML095	POINT (-72.6515257 -15.8393749)	-16.4618149	-15.6117564	-72.8958054	-72.5590972	3801794	relation	1895129	-15.8393749	-72.6515257	boundary	administrative	16	0.31162856080067536	town	Chuquibamba	Chuquibamba, Condesuyos, Arequipa, Perú
ILCA_BML096	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML097	POINT (-109.33602969583333 -27.128500000000003)	-27.4020000	-26.8550000	-109.6795789	-109.0029912	1843071	relation	14227159	-27.128500000000003	-109.33602969583333	boundary	maritime	25	0.41579756663960604	maritime	Rapa Nui	Rapa Nui, Región de Valparaíso, 2770000, Chile
ILCA_BML098	POINT (-72.6515257 -15.8393749)	-16.4618149	-15.6117564	-72.8958054	-72.5590972	3801794	relation	1895129	-15.8393749	-72.6515257	boundary	administrative	16	0.31162856080067536	town	Chuquibamba	Chuquibamba, Condesuyos, Arequipa, Perú
